,dcg_random,ndcg_random,dcg_dqn,ndcg_dqn
0,9.209870472183738,0.4054033319198905,17.08750365508029,0.7521637722143043
1,16.795225136439363,0.7392981531305707,22.12420581889107,0.9738711073243997
2,21.561537385170176,0.9491033694408385,20.387053224892256,0.8974045107759016
3,19.21870024586856,0.8459755366133118,21.384463357108395,0.9413088623205118
4,20.995090458148155,0.9241693085043593,21.29296794200964,0.9372813848170596
5,9.209870472183738,0.4054033319198905,19.349150405246156,0.851717737811568
6,16.795225136439363,0.7392981531305707,20.92865112422112,0.9212447584332254
7,21.561537385170176,0.9491033694408385,19.12133868027083,0.8416898408249216
8,19.21870024586856,0.8459755366133118,18.545559068978832,0.816344970495386
9,20.995090458148155,0.9241693085043593,19.04986485408041,0.8385436806948553
10,9.209870472183738,0.4054033319198905,19.934875820417528,0.8775004060497167
11,16.795225136439363,0.7392981531305707,20.42875230188733,0.8992400354776706
12,21.561537385170176,0.9491033694408385,20.336952376943636,0.8951991539522929
13,19.21870024586856,0.8459755366133118,20.24545696184488,0.8911716764488407
14,20.995090458148155,0.9241693085043593,17.656602784806168,0.777214578746318
15,9.209870472183738,0.4054033319198905,13.105555777589716,0.576884983881546
16,16.795225136439363,0.7392981531305707,20.1940776761559,0.8889100449011563
17,21.561537385170176,0.9491033694408385,20.71779669044173,0.911963293480768
18,19.21870024586856,0.8459755366133118,20.71779669044173,0.911963293480768
19,20.995090458148155,0.9241693085043593,20.1940776761559,0.8889100449011563
20,9.209870472183738,0.4054033319198905,13.551395794082586,0.5965101272248021
21,16.795225136439363,0.7392981531305707,18.29967787802726,0.8055216853721846
22,21.561537385170176,0.9491033694408385,19.90852595436065,0.8763405283372814
23,19.21870024586856,0.8459755366133118,21.29296794200964,0.9372813848170596
24,20.995090458148155,0.9241693085043593,22.71779669044173,1.0
